web-scraper-order,web-scraper-start-url,bookurl,bookurl-href,booktitle,bookseries,booknumber,bookauthor,bookcoverart,booktagline,publication,wikipagetext
"1585612387-357","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Bad-Luck_Mystery","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Bad-Luck_Mystery","Mary Anne's Bad-Luck Mystery","The Baby-Sitters Club","17","Ann M. Martin","Hodges Soileau","When is Mary Anne's bad luck going to end?","October 1988 (original) 
 September 1996 (reprint)","The idea for this story, however, came to me after I received a chain letter in the mail. It was not an eerie chain letter like the one Mary Anne receives. It was just a regular one. But I hate chain letters, and began to wonder if this would make a good plot for a mystery. I think it did. And later, it led to The Baby-sitters Club Chain Letter book, which is all about an unusual chain letter that is passed through the members of the BSC."
"1585612804-1080","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn,_Diary_Three","https://babysittersclub.fandom.com/wiki/Dawn,_Diary_Three","Dawn, Diary Three","California Diaries","11","Ann M. Martin","null","Missing. Losing. Hurt.","February 1999","And yet she's my friend. She's been one of my best friends for so long."
"1585612876-1213","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_Makes_Up_Her_Mind","https://babysittersclub.fandom.com/wiki/Claudia_Makes_Up_Her_Mind","Claudia Makes Up Her Mind","The Baby-Sitters Club","113","Ann M. Martin, Peter Lerangis","Hodges Soileau","Two boys...two grades...how will Claudia ever decide?","November 1997","Claudia loves seventh grade now. She has great new friends, solid grades, and even a steady boyfriend, Mark. Suddenly, she's offered the chance to return to the eighth grade. It's an easy choice, right? Her friends in the BSC think so. But her seventh grade friends don't. Claudia's worried about handling the work, too. And what about Mark?"
"1585612851-1171","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn_and_the_Disappearing_Dogs","https://babysittersclub.fandom.com/wiki/Dawn_and_the_Disappearing_Dogs","Dawn and the Disappearing Dogs","The Baby-Sitters Club Mystery","7","Ann M. Martin, Ellen Miles","Dan Brown","Dawn's going to catch that mean old pet-napper!","February 1993","When Dawn gets a last-minute weekend sitting job at the Mancusi's house, she isn't exactly thrilled because she's not an animal lover like Kristy & Mary Anne, but she ends enjoying herself at the Mancusis. Then on Sunday, when Dawn is feeding & taking care of the other animals, she notices that the Mancusi's Great Dane dog, Cheryl needs to go outside, so Dawn takes her outside & clips her lease to the secure lead that the Mancusis keep in the front yard."
"1585612377-333","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Makeover","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Makeover","Mary Anne's Makeover","The Baby-Sitters Club","60","Ann M. Martin, Peter Lerangis","Hodges Soileau","Everyone loves the new Mary Anne — except the BSC.","January 1993",""
"1585612897-1242","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Terrible_Truth","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Terrible_Truth","Claudia and the Terrible Truth","The Baby-Sitters Club","117","Ann M. Martin, Ellen Miles","Hodges Soileau","There are some troubles even the best baby-sitter can't fix.","March 1998","Getting to know new kids and their families is one of the best parts of baby-sitting. So when Claudia goes to sit for the Nicholls kids, she's excited. Only something's not quite right at the Nicholls house. Joey and Nate are sweet, but they don't seem very happy. In fact, they seem scared of their own father."
"1585612211-108","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Sunny,_Diary_Three","https://babysittersclub.fandom.com/wiki/Sunny,_Diary_Three","Sunny, Diary Three","California Diaries","12","Ann M. Martin","null","Just. Cry.","August 1999","Facing the pain allows Sunny to actually talk to her mom and learn a little more about her before she’s gone. Sunny makes it her duty to start helping and becomes obsessed with listing everything she needs to say before her mom dies."
"1585612770-1019","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Ducky,_Diary_Three","https://babysittersclub.fandom.com/wiki/Ducky,_Diary_Three","Ducky, Diary Three","California Diaries","15","Ann M. Martin","null","Together.","August 2000","But when Ducky notices Sunny laughing a little too hard at his jokes and giving him moony eyes, he doesn’t know what to do. His guy friends aren’t available and Dawn, Maggie, and Amalia are too close to Sunny to understand."
"1585612962-1365","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_Mean_Janine","https://babysittersclub.fandom.com/wiki/Claudia_and_Mean_Janine","Claudia and Mean Janine","The Baby-Sitters Club","7 (original), 4 (graphic novel)","Ann M. Martin","Hodges Soileau","Claudia's sister makes everything impossible — even baby-sitting! (original)
Claudia's sister is an impossible person to live with! (reprint)","September 1987 (original) 
 November 1995 (reprint) 
 June 2011 (reprint)
 June 2, 2020 (reprint)","Claudia and Mean Janine is the seventh book in The Baby-Sitters Club series."
"1585612777-1035","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Don%27t_Give_Up,_Mallory!","https://babysittersclub.fandom.com/wiki/Don%27t_Give_Up,_Mallory!","Don't Give Up, Mallory!","The Baby-Sitters Club","108","Ann M. Martin, Jahnna Beecham and Malcolm Hillgartner","Hodges Soileau","It's Mallory's favorite subject. So why does she hate the class?","May 1997","Dear Reader,"
"1585612773-1023","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Ducky_(California_Diaries)","https://babysittersclub.fandom.com/wiki/Ducky_(California_Diaries)","Ducky (California Diaries)","California Diaries","5","Ann M. Martin","null","Guys. Girls. Nowhere.","February 1998","Am I doing enough?"
"1585612675-812","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Baby_Parade","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Baby_Parade","Kristy and the Baby Parade","The Baby-Sitters Club","45","Ann M. Martin, Ellen Miles","Hodges Soileau","Babies on Board!","July 1991","Wrong. The float looks like a big orange blob, the costumes are hideous, and the babies won't stop crying! S.O.S — the Baby-sitters' float is about to sink!"
"1585612937-1320","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Great_Search","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Great_Search","Claudia and the Great Search","The Baby-Sitters Club","33","Ann M. Martin","Hodges Soileau","Claudia thinks she's adopted, and no one understands!","April 1990","It's no secret that Claudia and her sister are different. For one, they don't look alike at all. Claudia loves her wild clothes and funky jewelry, and Janine dresses...well, kind of nerdy. Janine is a genius, and Claudia brings home C's — when she's lucky."
"1585612983-1424","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Beware,_Dawn","https://babysittersclub.fandom.com/wiki/Beware,_Dawn","Beware, Dawn","The Baby-Sitters Club Mystery","2","Ann M. Martin, Ellen Miles","Hodges Soileau","Someone is out to scare Dawn!","November 1991","The girls decide to put their differences aside and work together to help find who is really ""Mr. X,"" but they don't have any clues or suspects. When Dawn babysits for Jamie & Lucy Newton, Jamie tells her that Mel Tucker will be stopping by to do a secret baby-sitting check. Dawn lets the other girls know about what Jamie told her and they decide to set a trap for Mr. X."
"1585612752-986","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Good-bye_Stacey,_Good-bye","https://babysittersclub.fandom.com/wiki/Good-bye_Stacey,_Good-bye","Good-bye Stacey, Good-bye","The Baby-Sitters Club","13","Ann M. Martin","Hodges Soileau","How do you say good-bye to your very best friend?","May 1988 (original) 
 May 1996 (reprint)
 December 1, 2020 (reprint)","...Who is going to the be the next member of The Baby-sitters Club?"
"1585612215-114","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Sunny_(California_Diaries)","https://babysittersclub.fandom.com/wiki/Sunny_(California_Diaries)","Sunny (California Diaries)","California Diaries","2","Ann M. Martin","null","Living. Dying. Run.","August 1997","Sunny Winslow is the life of the party. Even though her mother is suffering from lung cancer and her workaholic father is avoiding his family, Sunny is determined not to let life get her down."
"1585612343-288","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Bad_Girls","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Bad_Girls","Stacey and the Bad Girls","Baby-Sitters Club","87","Ann M. Martin","Hodges Soileau","What would the BSC think of her now?","July 1995","Stacey and the Bad Girls is the 87th book in The Baby-Sitters Club series."
"1585612285-197","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_vs._the_BSC","https://babysittersclub.fandom.com/wiki/Stacey_vs._the_BSC","Stacey vs. the BSC","Baby-Sitters Club","83","Ann M. Martin","Hodges Soileau","Stacey could never outgrow the BSC...could she?","March 1995","Stacey vs. the BSC brings about a big change for the Baby-sitters Club. Stacey is the first BSC member ever to be fired by Kristy. When I was thinking about the series and what was happening to each of the characters, it seemed logical to me that one of the BSC members might lose interest in the club. And Stacey seemed the most likely person."
"1585612959-1363","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Bad_Joke","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Bad_Joke","Claudia and the Bad Joke","The Baby-Sitters Club","19","Ann M. Martin","Hodges Soileau","This is one practical joke that really backfired!","December 1988","In Claudia and the Bad Joke, trouble starts when Betsy Sobak is carried away by the practical jokes she receives from McBuzz’s Mail Order. When I was young, I loved to order things through the mail — from the backs of cereal boxes, from comic books, and, best of all, from bubblegum wrappers. My prize possession was a piece of fool’s gold, which came in a little gray flannel sack. It cost twenty-five cents, but I thought it was very valuable. Back then, hardly any catalogues came in the mail."
"1585612372-325","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Revenge","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Revenge","Mary Anne's Revenge","Baby-sitters Club: Friends Forever","8","Ann M. Martin, Nola Thacker","Jennifer Presant (cover design)","null","March 2000","Mary Anne's Revenge is the eighth book in the Baby-sitters Club: Friends Forever series by Ann M. Martin."
"1585612923-1296","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Mystery_at_the_Museum","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Mystery_at_the_Museum","Claudia and the Mystery at the Museum","The Baby-Sitters Club Mystery","11","Ann M. Martin, Ellen Miles","Hodges Soileau","What kind of crook would steal art?","November 1993","Claudia is still convinced that the Newman sculpture is a fake, so after getting Newman’s phone number from information, she calls him at home. Newman tells Claudia that the sculpture probably felt different to her because he built little hiding places and secret compartments into a lot of his work so he could hide surprises in there for his kids. Claudia loves that idea, but less than a year had passed between her two viewings of the piece & Newman definitely hadn’t hidden anything in there during that time. Newman invites Claudia & her parents to a formal party at the museum the following night in honor of the end of his exhibit so they can check the sculpture out together."
"1585612608-689","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_at_Bat","https://babysittersclub.fandom.com/wiki/Kristy_at_Bat","Kristy at Bat","The Baby-Sitters Club","129","Ann M. Martin, Ellen Miles","Hodges Soileau","Batter up!","April 1999","Kristy at Bat is the 129th book in The Baby-Sitters Club series by Ann M. Martin."
"1585612829-1119","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn_and_the_We_Love_Kids_Club","https://babysittersclub.fandom.com/wiki/Dawn_and_the_We_Love_Kids_Club","Dawn and the We Love Kids Club","The Baby-Sitters Club","72","Ann M. Martin, Peter Lerangis","Hodges Soileau","This meeting will now not come to order!","February 1994 (original)
 May 1997 (reprint)","In Dawn and the We ♥ Kids Club, we get an inside look at a different baby-sitting club. Guess what. In the years since the Baby-sitters Club series began, lots of kids who read the books have started their own clubs. Some of them are real businesses, with names such as Wee Care and Kids Are Us. Some of these businesses are modeled after the Baby-sitters Club, others are run differently. Some last for many years, some are short-lived. Every now and then the members of a baby-sitting club come to a store where I’m signing books, and I meet other real-life Dawns and Kristys and Jessis. Running a business can be difficult, though, and it takes a lot of hard work. For that reason, many kids have started other kinds of clubs. They meet regularly to have fun, and talk about books."
"1585612384-345","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Big_Breakup","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Big_Breakup","Mary Anne's Big Breakup","Baby-sitters Club: Friends Forever","3","Ann M. Martin, Suzanne Weyn","null","null","October 1999","Logan's definitely a great guy. But lately things have been weird between the two of them. Mary Anne wants a change...even if it hurts."
"1585612682-825","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_%2B_Bart_%3D_%3F","https://babysittersclub.fandom.com/wiki/Kristy_%2B_Bart_%3D_%3F","Kristy + Bart = ?","The Baby-Sitters Club","95","Ann M. Martin, Peter Lerangis","Hodges Soileau","They're just good friends. Right?","March 1996","Dear Reader,"
"1585612594-675","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_Power!","https://babysittersclub.fandom.com/wiki/Kristy_Power!","Kristy Power!","Baby-sitters Club: Friends Forever","5","Ann M. Martin","Jennifer Presant (cover design)","null","November 1999","Kristy and Cary have been spending a lot of time together, since they're supposed to write each other's life stories for school. But the more Kristy knows about Cary, the less she understands him...until she sneaks a peak at his journal."
"1585612172-20","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Welcome_Back,_Stacey!","https://babysittersclub.fandom.com/wiki/Welcome_Back,_Stacey!","Welcome Back, Stacey!","The Baby-Sitters Club","28","Ann M. Martin","Hodges Soileau","She's home for good!","October 1989","A couple of weeks later, her mom decides to go back to Stoneybrook. Stacey goes back to Stoneybrook with her mom, rather than staying in New York with her dad."
"1585612689-842","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Jessi%27s_Wish","https://babysittersclub.fandom.com/wiki/Jessi%27s_Wish","Jessi's Wish","The Baby-Sitters Club","48","Ann M. Martin","Hodges Soileau","Do wishes really come true?","October 1991","The idea for Jessi’s Wish came to me after I heard about the Make-A-Wish Foundation, an organization that grants wishes to critically ill children. I thought it sounded like a wonderful program, so I granted a wish for a young girl named Danielle. Once I got to know Danielle, I was struck by her courage in the face of her illness, and I wanted to write a story about a girl who, like Danielle, had cancer. This is why Jessi’s Wish is dedicated to the real Danielle."
"1585612955-1348","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Clue_in_the_Photograph","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Clue_in_the_Photograph","Claudia and the Clue in the Photograph","The Baby-Sitter's Club Mystery","16","Ann M. Martin, Ellen Miles","Hodges Soileau","Has Claudia caught a thief — on film?","August 1994","The girls are suspicious and when Claudia tries calling the police tip line, but they think she’s a prank caller & won’t listen. The girls take some of their photos to the police station & the officer at the front desk is just about to write them off when Sergeant Johnson comes over to look over the pictures, but he agrees with the other officer that the pictures don’t really show anything that could be as evidence in court. One day, Claudia is working on developing some more pictures of the bank from the day of the robbery when someone opens the door to the darkroom, but Claudia can’t see who it is & when she runs out of the darkroom, nobody’s there. The pictures are ruined and she’s convinced that the culprit is Mr. Zibreski. She thinks that he’s on to them and wants to ruin their plans."
"1585612301-221","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_McGill,_Super_Sitter","https://babysittersclub.fandom.com/wiki/Stacey_McGill,_Super_Sitter","Stacey McGill, Super Sitter","The Baby-Sitters Club","94","Ann M. Martin, Suzanne Weyn","Hodges Soileau","Need a super sitter? Call Stacey McGill!","February 1996","Over the years I’ve heard from lots of BSC fans – both through the mail and online – about problems they’ve had with their own baby-sitting jobs. Many girls have asked for advice about what to do when they’re expected to perform household chores in addition to sitting, and they’re being paid only for sitting. That sparked the idea for Stacey McGill, Super Sitter. In Stacey’s case, she knew what she was getting into, but her job quickly got out of hand!"
"1585612563-629","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy%27s_Worst_Idea","https://babysittersclub.fandom.com/wiki/Kristy%27s_Worst_Idea","Kristy's Worst Idea","The Baby-Sitters Club, Peter Lerangis","100","Ann M. Martin","Hodges Soileau","Could this be the end of the BSC?","September 1996","What's going on with the BSC? Meetings have never been like this before. Members are showing up late, arguing about jobs, even pushing to get rid of Friday meetings. Extra schoolwork is making everybody tense, too. Then a favorite charge gets hurt, right under Kristy's nose.
It feels like the last straw to Kristy. Maybe she's not such a good sitter — and maybe the Baby-sitters Club isn't such a great idea. But Kristy wouldn't disband the club...would she?"
"1585612572-642","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy%27s_Great_Idea","https://babysittersclub.fandom.com/wiki/Kristy%27s_Great_Idea","Kristy's Great Idea","The Baby-Sitters Club","1","Ann M. Martin","Dale Dyer (1986)
Hodges Soileau (1995)","Four friends and baby-sitting — what could be more fun?","August 1986 (original) 
 September 1995 (reprint) 
 September 2001 (reprint) 
 March 2010 (reprint) 
 May 5, 2020 (reprint)","Kristy thinks the Baby-sitters Club is a great idea. She and her friends Claudia, Stacey, and Mary Anne all love taking care of kids. A club will give them the chance to have lots of fun — and make tons of money."
"1585612246-140","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey%27s_Lie","https://babysittersclub.fandom.com/wiki/Stacey%27s_Lie","Stacey's Lie","The Baby-Sitters Club","76","Ann M. Martin, Suzanne Weyn","Hodges Soileau","If her father ever finds out...","June 1994","Stacey's Lie is the 76th book in The Baby-Sitters Club series."
"1585612608-695","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_at_Bat","https://babysittersclub.fandom.com/wiki/Kristy_at_Bat","Kristy at Bat","The Baby-Sitters Club","129","Ann M. Martin, Ellen Miles","Hodges Soileau","Batter up!","April 1999","I’m afraid I can’t sympathize with Kristy at all. I’ve never been interested in sports, and I don’t enjoy playing any sport. Like Mallory, gym class was the bane of my existence. I dreaded each new unit we began. I was happy when I woke up on the days when I didn’t have gym class, and heaved a great sigh of relief each time another class ended. Needless to say, I never went out for after-school sports, although I did enjoy going to an occasional high school football game."
"1585612329-271","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Haunted_Masquerade","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Haunted_Masquerade","Stacey and the Haunted Masquerade","The Baby-Sitters Club Mystery","22","Ann M. Martin, Ellen Miles","Hodges Soileau","Who's trying to turn Mischief Night into a Horror show?","October 1995","Stacey and the Haunted Masquerade is the 22nd book in The Baby-Sitters Club Mystery series."
"1585612930-1312","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Little_Liar","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Little_Liar","Claudia and the Little Liar","The Baby-Sitters Club","128","Ann M. Martin, Suzanne Weyn","Hodges Soileau","Will Haley's lies bring down the BSC?","March 1999","Haley Braddock has never given the BSC much of a hassle before. But now she's out of control! After Claudia catches Haley in a lie — and Haley gets grounded for it — this formerly quiet BSC charge turns against Claudia in a big way. She tells everyone that Claudia and the other BSC members cannot be trusted...and makes up lies to prove it."
"1585612608-692","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_at_Bat","https://babysittersclub.fandom.com/wiki/Kristy_at_Bat","Kristy at Bat","The Baby-Sitters Club","129","Ann M. Martin, Ellen Miles","Hodges Soileau","Batter up!","April 1999",""
"1585612543-597","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Maggie_(California_Diaries)","https://babysittersclub.fandom.com/wiki/Maggie_(California_Diaries)","Maggie (California Diaries)","California Diaries","3","Ann M. Martin","null","Perfect. Always. Pressure.","October 1997","Once Maggie’s friends learn about her talent, they help her land a spot as the lead singer for Vanish, the band managed by her friend Amalia."
"1585612747-968","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Graduation_Day","https://babysittersclub.fandom.com/wiki/Graduation_Day","Graduation Day","Baby-sitters Club: Friends Forever","Super Special #2","Ann M. Martin","null","null","October 2000","It's the day the members of the BSC had thought would never come – the day they graduate from Stoneybrook Middle School. Kristy is worried that this will mean the end of the BSC. Mary Anne realizes she has to set things straight with her ex-boyfriend, Logan. Stacey is stressed about her parents, and Claudia isn't sure she'll be allowed to graduate at all."
"1585612380-335","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Book","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Book","Mary Anne's Book","Baby-Sitters Club Portrait Collection","null","Ann M. Martin","Hodges Soileau (cover portrait)
Angelo Tillery (interior and cover art)","null","March 1996","Mary Anne, along with the rest of the 8th grade Baby-Sitters Club members, are assigned to write their own autobiography. They may include photos and other memorabilia, but the majority of the project must be written. Mary Anne chooses to write about a variety of events in her life, but the overarching theme is how her mother's death shaped her as a person."
"1585612474-465","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Library_Mystery","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Library_Mystery","Mary Anne and the Library Mystery","The Baby-Sitters Club Mystery","13","Ann M. Martin, Ellen Miles","Hodges Soileau","Someone's playing with fire — for real.","February 1994","The girls figure out that there is only one location left for the person responsible for the fires to burn a book and that is a trash can near the reference area where there is a biography about Abraham Lincoln on the list which is shelved nearby. The girls decide to stake out the area the next time they’re at the library. They discover Sean Addison is responsible for the fires because his parents are forcing him to be in the Readathon when he doesn’t want to and he doesn’t like how his parents push him and his sister, Corrie into various activities. In the end, the Addison family ends up in counseling and when the prizes for the most books read in each grade are announced: Mathew Arnold, Sarah Hill, Marilyn Arnold, and Nicky Pike all win in their grades."
"1585612761-1004","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Everything_Changes","https://babysittersclub.fandom.com/wiki/Everything_Changes","Everything Changes","Baby-sitters Club: Friends Forever","Super Special #1","Ann M. Martin","null","null","July 1999","Jessi, Logan, and Abby leave the Baby-sitters Club, leaving the four original members Kristy, Mary Anne, Claudia, and Stacey. These four narrate the remaining books in the Friends Forever series."
"1585612858-1188","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn_(California_Diaries)","https://babysittersclub.fandom.com/wiki/Dawn_(California_Diaries)","Dawn (California Diaries)","California Diaries","1","Ann M. Martin","null","Friends. Changes. Together. Alone.","August 1997","But sometimes I can't help it."
"1585612423-415","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Secret_in_the_Attic","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Secret_in_the_Attic","Mary Anne and the Secret in the Attic","The Baby-Sitters Club Mystery","5","Ann M. Martin, Ellen Miles","Hodges Soileau","She can't turn back now.","August 1992","After a sitting job, Mary Anne goes through some old boxes of stuff in the attic and finds an old photo album with pictures of her parents' wedding and her baby pictures, but then gets confused when she sees a picture of herself with an old couple & it looks like she spent some time with them. Before Mary Anne can search anymore, Richard & Sharon come home."
"1585612941-1332","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Genius_of_Elm_Street","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Genius_of_Elm_Street","Claudia and the Genius of Elm Street","The Baby-Sitters Club","49","Ann M. Martin, Peter Lerangis","Hodges Soileau","How could a seven-year-old make Claudia feel so dumb?","November 1991","In Claudia and the Genius of Elm Street, we meet Rosie Wilder for the first time. Rosie is not based on anyone I know. She’s completely made up. However, when I was young, just like Rosie, I enjoyed taking lessons and being involved in activities. When I was very little, I took ballet lessons and several different kinds of art classes. I was not a talented dancer, but I loved the art lessons. When I was in third grade, I began taking piano lessons, which I also loved, and continued for years. In middle school, I took exactly two tennis lessons and quit — tennis was not for me. In high school, my interests changed. I began doing a lot of volunteer work and tutoring — interests that continued throughout college. Now, as an adult, instead of doing volunteer work, I have my own foundation. I also like to cross-country ski. But guess what my favorite activities are — sewing, needlework, and crafts. I guess those early lessons paid off."
"1585612675-815","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Baby_Parade","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Baby_Parade","Kristy and the Baby Parade","The Baby-Sitters Club","45","Ann M. Martin, Ellen Miles","Hodges Soileau","Babies on Board!","July 1991","In one of those towns, every year around the middle of August my family and I would see flyers announcing a baby parade to be held over Labor Day weekend. Any parents who were interested could enter their baby in the parade. The parents dressed up their children, and prizes were awarded for most beautiful baby, best costume, and so forth. My sister and I were too old to be in the parade, but it was a lot of fun to watch. Who knew what a great story idea it would be? You never know where an idea is going to come from."
"1585612535-579","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Maggie,_Diary_Two","https://babysittersclub.fandom.com/wiki/Maggie,_Diary_Two","Maggie, Diary Two","California Diaries","8","Ann M. Martin","null","Weight. Problems.","August 1998","Weight: 103 lbs."
"1585612391-361","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_vs._Logan","https://babysittersclub.fandom.com/wiki/Mary_Anne_vs._Logan","Mary Anne vs. Logan","The Baby-Sitters Club","41","Ann M. Martin","Hodges Soileau","The Baby-sitters thought Mary Anne and Logan would be together forever...","February 1991","Could this really be the end of Mary Anne and Logan?"
"1585612488-487","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_Camp_BSC","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_Camp_BSC","Mary Anne and Camp BSC","Baby-Sitters Club","86","Ann M. Martin","Hodges Soileau","Everyone's a happy camper — except Mary Anne!","June 1995","But things are not turning out the way Mary Anne had thought. She misses her father a lot. The kids at Camp BSC are choosing sides against each other. And then Mary Anne sprains her ankle."
